method,W,p_value,normal
PCA_6_GMM_n_components3_covariance_typefull_random_state42,0.9797629517005517,0.5420090547995488,True
PCA_6_Agglomerative_n_clusters3_linkageward,0.9767792582100873,0.42551425829602146,True
PCA_6_KMeans_n_clusters3_n_init10_random_state42,0.945916233384805,0.02324480908996945,False
PCA_6_Spectral_n_clusters3_affinitynearest_neighbors_random_state42,0.9855466579645886,0.7948362126345007,True
PCA_6_GMM_n_components4_covariance_typefull_random_state42,0.9674289135042059,0.1815579120914228,True
PCA_6_Agglomerative_n_clusters4_linkageward,0.9916843315893971,0.9773684954583737,True
PCA_6_KMeans_n_clusters4_n_init10_random_state42,0.9525644340935953,0.04352201912082166,False
PCA_6_Spectral_n_clusters4_affinitynearest_neighbors_random_state42,0.9739781450716329,0.3333456543341662,True
PCA_6_GMM_n_components5_covariance_typefull_random_state42,0.9899658543342498,0.9453759919720348,True
PCA_6_Agglomerative_n_clusters5_linkageward,0.9885908769614551,0.907863189783491,True
PCA_6_KMeans_n_clusters5_n_init10_random_state42,0.9866845555055953,0.8409076755997419,True
PCA_6_Spectral_n_clusters5_affinitynearest_neighbors_random_state42,0.9827559815237105,0.6724986932422071,True
PCA_6_GMM_n_components6_covariance_typefull_random_state42,0.9878728003738007,0.8844520042350463,True
PCA_6_Agglomerative_n_clusters6_linkageward,0.9804136056014324,0.5695350181883847,True
PCA_6_KMeans_n_clusters6_n_init10_random_state42,0.9816858323075974,0.6249162212324724,True
PCA_6_Spectral_n_clusters6_affinitynearest_neighbors_random_state42,0.9749994381329931,0.364932111897873,True
PCA_6_GMM_n_components7_covariance_typefull_random_state42,0.98014114117042,0.5579319849828099,True
PCA_6_Agglomerative_n_clusters7_linkageward,0.992089648147696,0.9825176919857405,True
PCA_6_KMeans_n_clusters7_n_init10_random_state42,0.9498990600678218,0.03379080386464537,False
PCA_6_Spectral_n_clusters7_affinitynearest_neighbors_random_state42,0.9836958025970601,0.7144192897813956,True
PCA_6_GMM_n_components8_covariance_typefull_random_state42,0.9802052149799907,0.5606510564231516,True
PCA_6_Agglomerative_n_clusters8_linkageward,0.9817683598327474,0.6285631614636047,True
PCA_6_KMeans_n_clusters8_n_init10_random_state42,0.9923895797184952,0.985781425019138,True
PCA_6_Spectral_n_clusters8_affinitynearest_neighbors_random_state42,0.978919767656466,0.5073564187064825,True
PCA_6_GMM_n_components9_covariance_typefull_random_state42,0.9733206027534106,0.31422382682700767,True
PCA_6_Agglomerative_n_clusters9_linkageward,0.9892330768014985,0.9266468081175971,True
PCA_6_KMeans_n_clusters9_n_init10_random_state42,0.9883298295676939,0.8996333137420931,True
PCA_6_Spectral_n_clusters9_affinitynearest_neighbors_random_state42,0.9780229681390703,0.47193400178210754,True
PCA_6_GMM_n_components10_covariance_typefull_random_state42,0.9605200824358751,0.09346891545563504,True
PCA_6_Agglomerative_n_clusters10_linkageward,0.985494566987119,0.7926483847664683,True
PCA_6_KMeans_n_clusters10_n_init10_random_state42,0.9663885033597298,0.16440820210153112,True
PCA_6_Spectral_n_clusters10_affinitynearest_neighbors_random_state42,0.9598243982569907,0.08739943602205605,True
PCA_7_DBSCAN_eps0.1_min_samples5,0.889453809703052,0.0002194326401176117,False
PCA_7_DBSCAN_eps0.2_min_samples5,0.951866083435067,0.04072196707827853,False
PCA_7_DBSCAN_eps0.30000000000000004_min_samples5,0.9661064470101715,0.1600329808748512,True
PCA_7_DBSCAN_eps0.4_min_samples5,0.9740575367124004,0.33571840482072024,True
